ID,PredictedProb
0,0.404775696526
1,0.838856619154
2,0.902177643785
7,0.627741785493
10,0.759400024579
11,0.649517676768
13,0.939086346193
14,0.559348573695
15,0.944142857143
16,0.846570082489
17,0.766377257663
18,0.799586595631
19,0.801107090741
20,0.836661378304
25,0.931504535147
26,0.767121315193
29,0.75266723356
38,0.960681850119
41,0.926077475746
44,0.565081109367
45,0.40040897198
47,0.688051381159
48,0.638633603135
49,0.885270459942
50,0.8046652414
53,0.444571881621
56,0.550468260031
59,0.831537930324
60,0.672264842301
64,0.78258697681
65,0.975628117914
66,0.776338661339
68,0.857274891775
69,0.706518648578
70,0.92837682952
71,0.799302138338
72,0.619782435818
76,0.842674448567
80,0.753420218469
82,0.687522057308
83,0.919846537339
85,0.907113692717
86,0.852817872604
87,0.736676379176
89,0.813107518221
97,0.852229024943
99,0.561512188209
101,0.781712515504
102,0.230037272252
103,0.649190321583
104,0.55237798033
106,0.934017573696
107,0.637427337602
109,0.891333156922
111,0.432884327647
113,0.81325205994
114,0.49564533086
118,0.837397219144
119,0.628181756427
120,0.896785868893
123,0.703585759489
128,0.315226804941
129,0.822902621655
131,0.92218537415
133,0.634378415993
134,0.771080736724
136,0.942665517796
137,0.679782270576
139,0.7906548329
140,0.912709286745
142,0.777595555238
144,0.723035971965
146,0.880053280053
147,0.682633091553
148,0.918346815348
150,0.291164465786
151,0.385490079754
152,0.944113894042
155,0.981341063698
158,0.886985320235
159,0.599307882594
160,0.968790336647
161,0.676426632056
165,0.950534080998
166,0.468087709909
170,0.901506274888
171,0.733389919604
174,0.677544713015
175,0.667495363131
179,0.787182797361
180,0.931945808905
181,0.90595825603
184,0.687114250203
185,0.529188684332
187,0.894894993895
188,0.858875616447
190,0.850179302463
191,0.653393337638
192,0.673241264399
193,0.844565501958
196,0.879552725441
197,0.608026643991
198,0.661301680118
205,0.293261457022
211,0.834693746729
213,0.737195320552
214,0.831997958363
217,0.548202767387
218,0.801615983248
221,0.688822505669
222,0.482563007137
225,0.844683570398
229,0.81444815502
236,0.597389821589
237,0.914856375349
238,0.79512280973
239,0.962972212746
242,0.734303248339
245,0.865101882738
246,0.815047619048
247,0.927401112776
248,0.982623376623
254,0.881103718504
255,0.517138615353
257,0.929703863597
259,0.791293908472
264,0.860422390572
270,0.666254326918
272,0.88122994796
274,0.560532082981
275,0.569448192844
278,0.786282725211
280,0.269190690262
281,0.28685389214
282,0.347061636776
283,0.82682400536
284,0.95078968254
286,0.865791928615
287,0.919954081633
288,0.90151291962
289,0.831665160024
290,0.478917203724
291,0.668946392899
294,0.611905560709
295,0.363502268885
297,0.598869485563
299,0.737398375434
305,0.794479077584
307,0.564444781722
308,0.853742561511
313,0.674242604618
314,0.676677044367
315,0.790426608561
316,0.938700450157
317,0.833457316571
319,0.634987734488
322,0.827511831286
323,0.841680839002
324,0.896740299383
326,0.917880241223
327,0.726967120181
329,0.981037414966
330,0.164226667826
331,0.467532023415
336,0.408209474772
337,0.460191146155
338,0.816940270047
340,0.940828572221
345,0.370702263504
347,0.846305250305
348,0.783889929515
350,0.991485776129
352,0.830585188621
356,0.908070924151
357,0.931289002771
358,0.925760605531
359,0.802659162266
361,0.736258126659
363,0.463036217159
364,0.834925757482
368,0.843129961309
376,0.975122686837
378,0.697737391716
382,0.73326352249
384,0.559797361369
385,0.916566029661
388,0.205122299353
389,0.946112863327
391,0.701184652649
392,0.698416841255
395,0.839794130473
396,0.900594258916
397,0.753440649934
399,0.798495748299
404,0.905435013399
407,0.378042159204
409,0.897825857687
410,0.78608884766
413,0.828353287168
414,0.62778678068
416,0.692901618223
418,0.812706039992
419,0.750019016698
420,0.824606730571
422,0.953629507345
423,0.79658826491
427,0.696184905208
429,0.990013605442
430,0.58160539857
431,0.758975436465
432,0.696441249227
433,0.868856575964
434,0.206222456115
436,0.668882572493
437,0.898694077514
451,0.745764573134
452,0.726182202718
454,0.714418367347
457,0.909194044839
458,0.850904849119
460,0.631443615752
461,0.952097275678
462,0.770039273818
463,0.844642427792
465,0.94987755102
467,0.888096681097
473,0.896967429396
474,0.9507930839
480,0.182741907983
481,0.760408987838
483,0.893416478363
484,0.606424131007
485,0.527336013398
487,0.92579478458
490,0.948615668255
491,0.876747680891
492,0.613671701882
496,0.83504149422
497,0.68120707341
498,0.711023809524
499,0.885315380764
501,0.741601216244
502,0.888721655329
503,0.869509310529
506,0.882585922953
507,0.712536890592
508,0.651384779709
509,0.70719173287
510,0.808655839062
511,0.824959552352
513,0.802875592661
515,0.91661268097
521,0.424275639043
522,0.784755039387
523,0.846871883785
525,0.905315727923
529,0.857033292105
530,0.682317558381
531,0.609030421959
533,0.735346863132
534,0.554440285905
535,0.945937950938
537,0.664530971838
541,0.613612363827
542,0.752498474344
543,0.615191732036
544,0.848316666895
545,0.673338693053
549,0.834099178599
550,0.888973271958
551,0.848965515904
553,0.660433499745
556,0.855817099567
558,0.50642719582
560,0.714058132344
563,0.483115828616
564,0.956619047619
567,0.445883116883
572,0.554140456765
573,0.917974069851
577,0.88493537415
583,0.752290309075
584,0.827687574948
585,0.755680968208
586,0.775008276351
588,0.735123891981
590,0.76033044733
591,0.823417903525
593,0.957957737454
594,0.659801125928
597,0.879996154528
598,0.694920269254
599,0.932587460159
603,0.785121160585
604,0.683800778586
606,0.923840032983
607,0.607219823827
609,0.664702110965
614,0.84168814049
615,0.867854867355
616,0.58010321821
617,0.857394462889
618,0.81557541845
619,0.79098707488
620,0.821435064935
623,0.710382363919
625,0.845392085984
626,0.737855408245
627,0.837649761264
632,0.963988569701
633,0.558124407339
634,0.802494169215
635,0.736529581149
636,0.84258881991
637,0.899876574553
638,0.735774229739
639,0.946620748299
642,0.48538045288
643,0.932503246753
644,0.97131547619
645,0.447310518846
646,0.828021274598
650,0.912105099616
653,0.605081475364
654,0.485357645389
655,0.576324881468
656,0.873821698716
657,0.792485736959
658,0.685157794586
660,0.439813244855
661,0.777381723988
668,0.881795983778
669,0.656863740834
671,0.890969764487
672,0.736501958359
676,0.961113716316
678,0.897251365698
680,0.790598794063
682,0.914451247166
684,0.890740362812
685,0.821922694556
686,0.597718139004
687,0.579256627096
694,0.370282804497
696,0.619667182024
697,0.656898070184
699,0.65179004329
702,0.945848562152
707,0.790104875283
708,0.957478354978
712,0.956505028701
717,0.910317254174
718,0.956073695407
720,0.590535611214
721,0.795739847454
723,0.830440270047
724,0.669022342737
727,0.594911786626
728,0.358159965198
731,0.865497018854
733,0.771839672233
735,0.890463461142
737,0.768018572225
738,0.769639661925
740,0.64313868671
742,0.986189703154
743,0.652420531849
745,0.704950736443
746,0.857449566307
747,0.66905165073
748,0.986241496599
749,0.873158575551
750,0.973801381159
753,0.778965448709
755,0.850468339556
756,0.92525
758,0.518009463235
760,0.775980674088
762,0.831144603412
763,0.765933503005
765,0.944803751804
767,0.840639922273
768,0.961349670171
770,0.593425479283
772,0.798638785817
773,0.851064007421
774,0.877357267149
775,0.685541524907
777,0.417428838509
778,0.918484582877
780,0.409773424988
782,0.784231962482
783,0.962798185941
786,0.535650132975
787,0.912709548388
788,0.782402700474
789,0.729420634921
790,0.693222686044
793,0.704978457503
795,0.852594928881
807,0.685409715168
809,0.787994148009
810,0.629592661307
811,0.764909292054
813,0.337857975358
815,0.858733346019
816,0.678020562771
821,0.920497139765
823,0.997901669759
825,0.852733479876
826,0.89269465239
827,0.870427555159
832,0.913442629694
833,0.720310812204
834,0.641297052154
837,0.880573757592
838,0.963930220573
839,0.151591224318
843,0.531283040372
844,0.830839002268
845,0.565803724054
846,0.68966108448
848,0.674695647404
850,0.650450453479
851,0.860968106
852,0.613516416124
855,0.715619397896
856,0.953955782313
861,0.709861884731
862,0.774562168474
863,0.893100455389
864,0.857601728583
865,0.895017509685
867,0.644643453768
868,0.877465205763
869,0.921130521511
873,0.708131931561
875,0.59198015873
877,0.824793711058
879,0.795397907648
880,0.986669501134
881,0.805341541567
882,0.695002808816
883,0.984042626194
887,0.671500223982
888,0.627552721088
890,0.915778947874
897,0.713405947227
900,0.921185837972
902,0.740252088789
904,0.760592007829
906,0.565087254447
910,0.865082251082
913,0.836590136054
914,0.632353522295
915,0.563047777619
918,0.908516705517
920,0.945264636157
923,0.80771200637
926,0.833229274694
927,0.639359830646
929,0.772373380588
930,0.713537945137
931,0.945251772037
932,0.928061605295
933,0.729356627499
934,0.777570758606
936,0.672687265116
939,0.615657291122
941,0.917787981859
943,0.582778794931
947,0.527063595135
948,0.709707605537
949,0.965112797522
950,0.573477750424
951,0.698035408242
952,0.585726011221
953,0.984140022676
956,0.812066093104
961,0.68330952381
962,0.650293305894
968,0.859504995308
971,0.96173855906
972,0.929974283653
977,0.963344310835
981,0.772910946197
985,0.762027036456
987,0.849927746856
989,0.96621795143
993,0.897627672017
994,0.622004947434
997,0.967359501027
998,0.455596839668
999,0.906442465471
1002,0.875012234597
1003,0.937401343969
1004,0.998659970981
1005,0.714924963925
1007,0.725086303504
1008,0.924760176332
1014,0.966685528757
1016,0.896632784705
1021,0.619713873428
1023,0.897784713303
1026,0.906446608947
1028,0.854240456059
1029,0.745178670769
1030,0.506084475049
1031,0.837553769876
1032,0.800384636845
1033,0.979917415917
1036,0.640370830395
1037,0.930733169853
1039,0.685938898403
1046,0.930673469388
1047,0.900436876615
1049,0.95730085994
1055,0.885689138436
1057,0.567384381492
1059,0.709094619666
1060,0.530527060241
